,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
460,76,"((0, 't'), 8.874005734569499)","((1, 'a'), 5.137169217394934)","((2, 'g'), 7.90186648598398)","((3, '<END>'), 6.356387901837857)","((4, '<MASK>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
461,77,"((0, 'o'), 8.874005734569499)","((1, 'b'), 5.137169217394934)","((2, 'j'), 7.90186648598398)","((3, 'e'), 6.356387901837857)","((4, 'c'), 6.475812465052137)","((5, 't'), 4.486523337500804)","((6, 's'), 5.247044418156876)","((7, '<END>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
462,78,"((0, 'm'), 8.874005734569499)","((1, 'a'), 5.137169217394934)","((2, 'r'), 7.90186648598398)","((3, 'c'), 6.356387901837857)","((4, '<END>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
463,79,"((0, 'd'), 8.874005734569499)","((1, 'c'), 5.137169217394934)","((2, '<END>'), 7.90186648598398)","((3, '<MASK>'), 6.356387901837857)","((4, '<MASK>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
464,80,"((0, 'e'), 8.874005734569499)","((1, 'a'), 5.137169217394934)","((2, 'r'), 7.90186648598398)","((3, 'n'), 6.356387901837857)","((4, 'e'), 6.475812465052137)","((5, 'd'), 4.486523337500804)","((6, '<END>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
465,81,"((0, 'p'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 'e'), 7.90186648598398)","((3, 'c'), 6.356387901837857)","((4, 'e'), 6.475812465052137)","((5, 's'), 4.486523337500804)","((6, '<END>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
466,82,"((0, 'f'), 8.874005734569499)","((1, 'l'), 5.137169217394934)","((2, 'a'), 7.90186648598398)","((3, 'g'), 6.356387901837857)","((4, 's'), 6.475812465052137)","((5, '<END>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
467,83,"((0, 't'), 8.874005734569499)","((1, 'a'), 5.137169217394934)","((2, 'p'), 7.90186648598398)","((3, 'e'), 6.356387901837857)","((4, 's'), 6.475812465052137)","((5, '<END>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
468,84,"((0, 'd'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 's'), 7.90186648598398)","((3, 'p'), 6.356387901837857)","((4, 'o'), 6.475812465052137)","((5, 's'), 4.486523337500804)","((6, 'a'), 5.247044418156876)","((7, 'l'), 4.103499404568548)","((8, '<END>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
469,85,"((0, 'l'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 'x'), 7.90186648598398)","((3, 'm'), 6.356387901837857)","((4, 'a'), 6.475812465052137)","((5, 'r'), 4.486523337500804)","((6, 'k'), 5.247044418156876)","((7, '<END>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
470,86,"((0, 't'), 8.874005734569499)","((1, 'a'), 5.137169217394934)","((2, 'x'), 7.90186648598398)","((3, 'i'), 6.356387901837857)","((4, '<END>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
471,87,"((0, 'i'), 8.874005734569499)","((1, 'n'), 5.137169217394934)","((2, 't'), 7.90186648598398)","((3, 'e'), 6.356387901837857)","((4, 'r'), 6.475812465052137)","((5, 'i'), 4.486523337500804)","((6, 'm'), 5.247044418156876)","((7, '<END>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
472,88,"((0, 'b'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 'l'), 7.90186648598398)","((3, 'o'), 6.356387901837857)","((4, 'w'), 6.475812465052137)","((5, '<END>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
473,89,"((0, 'l'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 'n'), 7.90186648598398)","((3, 'e'), 6.356387901837857)","((4, 'n'), 6.475812465052137)","((5, '<END>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
474,90,"((0, 'c'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 'n'), 7.90186648598398)","((3, 't'), 6.356387901837857)","((4, 'r'), 6.475812465052137)","((5, 'a'), 4.486523337500804)","((6, 'l'), 5.247044418156876)","((7, '<END>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
475,91,"((0, 'e'), 8.874005734569499)","((1, 'm'), 5.137169217394934)","((2, 'p'), 7.90186648598398)","((3, 'l'), 6.356387901837857)","((4, 'o'), 6.475812465052137)","((5, 'y'), 4.486523337500804)","((6, 'm'), 5.247044418156876)","((7, 'e'), 4.103499404568548)","((8, 'n'), 3.9621036249671233)","((9, 't'), 2.9392769211078855)","((10, '<END>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
476,92,"((0, 'c'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 'g'), 7.90186648598398)","((3, 'a'), 6.356387901837857)","((4, 'r'), 6.475812465052137)","((5, 'e'), 4.486523337500804)","((6, 't'), 5.247044418156876)","((7, 't'), 4.103499404568548)","((8, 'e'), 3.9621036249671233)","((9, '<END>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
477,93,"((0, 'a'), 8.874005734569499)","((1, 'c'), 5.137169217394934)","((2, 'm'), 7.90186648598398)","((3, '<END>'), 6.356387901837857)","((4, '<MASK>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
478,94,"((0, 'w'), 8.874005734569499)","((1, 'a'), 5.137169217394934)","((2, 'r'), 7.90186648598398)","((3, 'r'), 6.356387901837857)","((4, 'a'), 6.475812465052137)","((5, 'n'), 4.486523337500804)","((6, 't'), 5.247044418156876)","((7, 'i'), 4.103499404568548)","((8, 'e'), 3.9621036249671233)","((9, 's'), 2.9392769211078855)","((10, '<END>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
479,95,"((0, 'v'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 'a'), 7.90186648598398)","((3, 'b'), 6.356387901837857)","((4, 'l'), 6.475812465052137)","((5, 'e'), 4.486523337500804)","((6, '<END>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
480,96,"((0, 'l'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 'q'), 7.90186648598398)","((3, 'u'), 6.356387901837857)","((4, 'i'), 6.475812465052137)","((5, 'd'), 4.486523337500804)","((6, '<END>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
481,97,"((0, 'm'), 8.874005734569499)","((1, 'e'), 5.137169217394934)","((2, 'a'), 7.90186648598398)","((3, 's'), 6.356387901837857)","((4, 'u'), 6.475812465052137)","((5, 'r'), 4.486523337500804)","((6, 'e'), 5.247044418156876)","((7, 'm'), 4.103499404568548)","((8, 'e'), 3.9621036249671233)","((9, 'n'), 2.9392769211078855)","((10, 't'), 2.877144300492814)","((11, '<END>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
482,98,"((0, 'm'), 8.874005734569499)","((1, 'a'), 5.137169217394934)","((2, 'd'), 7.90186648598398)","((3, 'e'), 6.356387901837857)","((4, '<END>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
483,99,"((0, 'c'), 8.874005734569499)","((1, 'o'), 5.137169217394934)","((2, 'p'), 7.90186648598398)","((3, 'e'), 6.356387901837857)","((4, 'n'), 6.475812465052137)","((5, 'h'), 4.486523337500804)","((6, 'a'), 5.247044418156876)","((7, 'g'), 4.103499404568548)","((8, 'e'), 3.9621036249671233)","((9, 'n'), 2.9392769211078855)","((10, '<END>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
484,100,"((0, 'd'), 8.874005734569499)","((1, 'r'), 5.137169217394934)","((2, 'i'), 7.90186648598398)","((3, 'l'), 6.356387901837857)","((4, 'l'), 6.475812465052137)","((5, '<END>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
485,101,"((0, 'g'), 8.874005734569499)","((1, 'r'), 5.137169217394934)","((2, 'e'), 7.90186648598398)","((3, 'a'), 6.356387901837857)","((4, 't'), 6.475812465052137)","((5, '<END>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
486,102,"((0, 'p'), 8.874005734569499)","((1, 'o'), 5.137169217394934)","((2, 'l'), 7.90186648598398)","((3, 'i'), 6.356387901837857)","((4, 't'), 6.475812465052137)","((5, 'i'), 4.486523337500804)","((6, 'c'), 5.247044418156876)","((7, 'a'), 4.103499404568548)","((8, 'l'), 3.9621036249671233)","((9, '<END>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
487,103,"((0, 'c'), 8.874005734569499)","((1, 'o'), 5.137169217394934)","((2, 'n'), 7.90186648598398)","((3, 'f'), 6.356387901837857)","((4, 'e'), 6.475812465052137)","((5, 'r'), 4.486523337500804)","((6, 'e'), 5.247044418156876)","((7, 'n'), 4.103499404568548)","((8, 'c'), 3.9621036249671233)","((9, 'e'), 2.9392769211078855)","((10, 's'), 2.877144300492814)","((11, '<END>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
488,104,"((0, 'd'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 'm'), 7.90186648598398)","((3, '<END>'), 6.356387901837857)","((4, '<MASK>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
489,105,"((0, 'i'), 8.874005734569499)","((1, 'd'), 5.137169217394934)","((2, '<END>'), 7.90186648598398)","((3, '<MASK>'), 6.356387901837857)","((4, '<MASK>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
490,106,"((0, 'e'), 8.874005734569499)","((1, 'n'), 5.137169217394934)","((2, 'c'), 7.90186648598398)","((3, 'o'), 6.356387901837857)","((4, 'u'), 6.475812465052137)","((5, 'r'), 4.486523337500804)","((6, 'a'), 5.247044418156876)","((7, 'g'), 4.103499404568548)","((8, 'e'), 3.9621036249671233)","((9, 'd'), 2.9392769211078855)","((10, '<END>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
491,107,"((0, 'c'), 8.874005734569499)","((1, 'a'), 5.137169217394934)","((2, 'r'), 7.90186648598398)","((3, 't'), 6.356387901837857)","((4, 'r'), 6.475812465052137)","((5, 'i'), 4.486523337500804)","((6, 'd'), 5.247044418156876)","((7, 'g'), 4.103499404568548)","((8, 'e'), 3.9621036249671233)","((9, '<END>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
492,108,"((0, 'm'), 8.874005734569499)","((1, 'a'), 5.137169217394934)","((2, 'r'), 7.90186648598398)","((3, 's'), 6.356387901837857)","((4, '<END>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
493,109,"((0, 'h'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 't'), 7.90186648598398)","((3, 't'), 6.356387901837857)","((4, 'i'), 6.475812465052137)","((5, 'n'), 4.486523337500804)","((6, 'g'), 5.247044418156876)","((7, '<END>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
494,110,"((0, 'f'), 8.874005734569499)","((1, 'i'), 5.137169217394934)","((2, 't'), 7.90186648598398)","((3, '<END>'), 6.356387901837857)","((4, '<MASK>'), 6.475812465052137)","((5, '<MASK>'), 4.486523337500804)","((6, '<MASK>'), 5.247044418156876)","((7, '<MASK>'), 4.103499404568548)","((8, '<MASK>'), 3.9621036249671233)","((9, '<MASK>'), 2.9392769211078855)","((10, '<MASK>'), 2.877144300492814)","((11, '<MASK>'), 2.8113085694022892)","((12, '<MASK>'), 2.926938801112595)","((13, '<MASK>'), 1.2379302439188349)","((14, '<MASK>'), 1.0)","((15, '<MASK>'), 1.0)","((16, '<MASK>'), 1.0)","((17, '<MASK>'), 1.0)","((18, '<MASK>'), 1.0)","((19, '<MASK>'), 1.0)"
